# HAGRID cost parameters -- single source of truth for the unified cost function
# version: 0.7-draft   date: 2026-08-14   status: PARAMETERS COMPLETE (1 out-of-scope TODO), do not cite
#
# Cost function (per scenario arm, evaluated on FLEET-WIDE aggregates):
#   C = sum_over_vehicle_types( c_veh * N_veh + c_time * VHT + c_maint_per_km * VKT )
#       + ENERGY_MJ / diesel_lhv_mj_per_l * diesel_price_eur_per_l
#       + overtime_factor * c_time * sum(max(0, durH - overtime_threshold_h))
#       + evening_surcharge_factor * c_time * hours_after_2100
#       + sunday_holiday_surcharge_factor * c_time * hours_on_sun_hol   (annual figures ONLY)
#       + overhead_factor * (all of the above)          <-- ZERO by user decision 2026-08-14
#
# SCOPE: THE HEADLINE KPI IS "DIRECT OPERATING COST", NOT "TOTAL SYSTEM COST" (user decision
# 2026-08-14). C contains four things: driver hours, vehicle capital, spare parts, energy.
# It deliberately contains NO dispatch centre, booking platform, workshop labour, depot,
# administration or management. Use that name in every table and figure -- "total system cost"
# would claim a completeness this model does not deliver.
# WHY OMITTING OVERHEAD IS SAFE, and it is algebra rather than fairness: for an arm-independent
# factor f, C_arm = (1+f) * D_arm, so f cancels EXACTLY in every ratio between arms -- and also
# in the modular break-even bound, because it multiplies both sides of C(1d) = C(baseline).
# A pinned f would be spurious precision on a number that then divides out.
# CHECKED AGAINST THE THREE PLAUSIBLE SCALING LAWS, since f only cancels cleanly if overhead is
# proportional to direct cost:
#   - proportional to direct cost (blanket admin markup)      -> cancels exactly
#   - proportional to fleet size (depot, fleet admin)         -> 1d has FEWER vehicles, so
#     omitting it UNDERSTATES 1d
#   - proportional to demand (dispatch per ride/parcel)       -> parcel and passenger counts are
#     identical across arms by construction -> cancels exactly
# Every case is neutral or conservative for the integration hypothesis; none runs the other way.
# There is also a structural asymmetry in the same direction: the baseline runs TWO operations
# (separate LMD and DRT) while 1c/1d run ONE, so integration saves administration that this model
# cannot see. Omitting overhead forgoes an argument rather than inventing one.
# WHERE THE OMISSION IS NOT NEUTRAL: the AUTONOMY decomposition. Removing drivers removes a direct
# cost while adding teleoperation and remote supervision, which are overhead this model omits --
# so an autonomy saving computed here is an OVERestimate. Applies to the BACKLOG autonomy item
# only, not to 1c/1d. It must be stated there, or the omission silently becomes a bias.
#
# All three surcharge factors are UPLIFTS, not multipliers: 0.0 means no surcharge, 0.20 means
# +20 pct on the affected hours only.
#
# NO separate swap or station term (user decision 2026-08-14) -- see SWAP INFRASTRUCTURE below.
#
# CONVENTIONS FIXED BY USER 2026-08-13:
#   - VHT = durH (tour/shift duration incl. dwell), NOT travelH. Rationale: the driver is
#     paid for the shift, not for moving. See METHODS-LOG 2.33.
#   - c_dist is vehicle-type specific, never global. The fleet mix is endogenous
#     (0-93 pct km share size_s, METHODS-LOG 2.7) -- a global rate would erase the mix effect.
#   - Evaluate C on fleet-wide aggregates, then split per M11 (marginal attribution:
#     parcels pay accepted totalTimeLoss * c_time + delivery km * c_dist; pax pay the rest).
#     Headline KPI is total system cost; the M11 split is a secondary reporting figure.
#   - costActivity is SUBSUMED by c_time * VHT -- never add it on top (double count).
#   - costTimeWindowPenalty stays OUT (5 EUR/s is a scoring device, not a price).
#
# LABOUR DERIVATION (identical formula for every arm; fill the assumption rows, derive the rate).
# The three special-payment terms are additive and any of them may be 0 -- this keeps each
# source's own wording intact (LMD: one 13th monthly salary; DRT: an absolute annual sum):
#   base_annual   = wage_tariff_hourly * weekly_hours * 52
#   gross_annual  = base_annual
#                   + annual_special_payment_months * (base_annual / 12)
#                   + annual_special_payment_eur
#                   + holiday_bonus
#   employer_cost = gross_annual * (1 + employer_oncost_rate)
#   daily_hours   = weekly_hours / 5
#   productive_h  = weekly_hours * 52 - (vacation_days + public_holidays + sick_days) * daily_hours
#   c_time        = employer_cost / productive_h
#
# DISTANCE CHANNEL (added v0.3). Two sources that turned out to validate each other:
#   Hoerl/Briand/Puchinger (TRD 2025, Lyon) prices distance as FUEL ONLY at 14.40 EUR/100 km.
#   ICCT/RAP gives 9.5 l/100 km at 1.16 EUR/l (2021 prices) = 11.02 EUR/100 km, plus 11 EUR/100 km
#   maintenance. The implied diesel price behind Hoerl is 14.40 / 9.5 = 1.52 EUR/l -- i.e. the same
#   consumption assumption at a later price vintage. The sources are consistent.
#   THE GAP THEY CLOSE TOGETHER: Hoerl's fixed cost carries no maintenance and his distance term is
#   fuel only, so maintenance is missing from his model entirely. ICCT supplies exactly that term.
#   Therefore: maintenance sits in c_dist (distance-proportional, per ICCT), NOT in c_veh.
#
#   Consumption is NOT taken from ICCT as a flat 9.5 l/100 km. The EMEP/EEA channel already in this
#   repo resolves consumption per N1 segment (data/emep_hot_factors.csv, mapping in
#   extract_emissions.py:31-33), so cost and emissions can run off ONE consumption assumption
#   instead of drifting apart. At 30 km/h: N1-II 2.183 MJ/km, N1-III 3.123 MJ/km (+43 pct).
#   Converted at 35.65 MJ/l that is 6.12 vs 8.76 l/100 km. ICCT's 9.5 sits 8 pct above the N1-III
#   figure -- close, and its Ford Transit 350E (4490 kg GVW) is indeed an N1-III-or-heavier vehicle.
#   Using ICCT's flat 9.5 for all three van types would overstate size_s by 55 pct.
#
# SWAP INFRASTRUCTURE -- deliberately NOT a separate cost term (user decision 2026-08-14).
# Three reasons, all difference arguments: what is identical in both arms cancels in a comparison.
#   1. The swap OPERATION is already priced. Modular.RETOOLING_S = 420 s is a real
#      DefaultDrtCapacityChangeTask that blocks the vehicle, so it lands in VHT and is charged at
#      c_time. Deadhead lands in VKT. A handling flat rate on top would double-count that time.
#      Basis: the driver performs the swap himself, like a tractor-trailer driver coupling a
#      trailer -- consistent with "Fahreroekonomie unveraendert" (METHODS-LOG 1068).
#      NOT justified by U-Shift autonomy: autonomy is explicitly out of scope (METHODS-LOG 4.4),
#      and assuming an autonomous swap while keeping a paid driver for the drive is inconsistent.
#   2. The swap MECHANISM is vehicle capital, not station capital -- the driveboard lifts the
#      capsule itself. It therefore sits inside c_veh_drt_modular.
#   3. Standing area and pre-tour commissioning occur in BOTH arms (an LMD van is also parked and
#      loaded before 07:30, outside durH). 100 parcels in one van or 2 x 50 in two capsules is the
#      same effort per parcel. Cancels in the comparison.
# THE CAPSULE STOCK is inside c_veh_drt_modular: one driveboard + TWO capsules (one pax, one
# freight). At low theta most vehicles never swap and would need only one, so this OVERSTATES
# slightly -- a bias that runs against 1d, which is the acceptable direction.
# WHAT STILL HAS TO BE REPORTED -- a quantity, not a price: peak_concurrent_swaps per depot
# (ModularKpiHandler.java:177). METHODS-LOG 2.19 assumes unlimited parallel swap bays; the peak
# figure is what decides whether dropping the cost is trivial (N ca. 3) or heroic (N ca. 40).
# Costing nothing does not make the bay requirement disappear.
#
# STATUS VALUES:
#   SET      = value fixed and sourced, ready to use
#   TODO     = must be researched. A PROVISIONAL value may already be present so the
#              derivation runs -- a filled value with status TODO is NOT sourced.
#   DERIVED  = computed from the assumption rows by the loader. The value column stays EMPTY
#              on purpose; the current result is noted with its date so a stale figure is
#              recognisable as stale.
#   REVIEW   = value inherited from the legacy model, source unknown -- confirm or replace
#   OPTIONAL = deliberately 0 / omitted; if you enter a value, also state why
#
# EDITING: use a text editor or VS Code, NOT Excel. German Excel rewrites this as
# semicolon-separated with decimal commas, which silently breaks the pandas reader.
# Read with: pd.read_csv(path, comment='#', encoding='utf-8')
#
param_id,arm,vehicle_type,kind,value,unit,status,source,source_date,note
c_veh_ct_cep_size_l,lmd,ct_cep_size_l,derived,,EUR/d,DERIVED,,,"= (lmd_vehicle_fixed_monthly_size_l * 12 + insurance_tax_per_vehicle_year) / operating_days_per_year_lmd = (3840 + 1800) / 300 = 18.80 EUR/d on 2026-08-14"
diesel_price_eur_per_l,all,,assumption,1.5546,EUR/l,SET,"User: 1.85 EUR/l realistic pump price for 2026, converted to net",2026-08-13,"NET of 19 pct German VAT (1.85 / 1.19): input VAT is deductible for a business, so the pump price would overstate operating cost by 19 pct. IF the 1.85 was already meant net, replace with 1.85 and note it. Cross-validation: 1.55 net sits almost exactly on the 1.52 implied behind Hoerl and above Brotcorne's 1.4356 (manufacturing price + energy tax, also VAT-free) -- three independent sources within 8 pct"
diesel_price_eur_per_l_low,all,,assumption,1.1765,EUR/l,SET,"User: 1.40 EUR/l in low phases, net of 19 pct VAT",2026-08-13,"Lower bound of the sensitivity band. Diesel fluctuates strongly with crises, so the point value must never be reported without this band"
diesel_price_eur_per_l_high,all,,assumption,1.8487,EUR/l,SET,"User: 2.20 EUR/l in high phases, net of 19 pct VAT",2026-08-13,"Upper bound. Span low-to-high is a factor 1.57 on the energy term -- but energy is a minor share of C, so the effect on total system cost stays small. Report the span, do not hide it"
diesel_lhv_mj_per_l,all,,assumption,35.65,MJ/l,SET,"COPERT convention: 42.7 MJ/kg lower heating value x 0.835 kg/l density",2026-08-13,"Converts the EMEP ENERGY_MJ channel into litres. Must match the convention behind emep_hot_factors.csv EC rows, otherwise fuel cost and CO2 diverge"
c_maint_per_km,all,,assumption,0.11,EUR/km,SET,"ICCT/RAP report: 11 EUR/100 km maintenance, Ford Transit 350E (4490 kg GVW)",2026-08-13,"2021 prices, not yet deflated to 2026. Distance-proportional by the source's own construction. Applied to ALL vehicle types -- neither source differentiates by type. BAND: Brotcorne et al. Tab. 2 gives 0.0625 maintenance + 0.0124 tyres = 0.0749 EUR/km, i.e. ICCT sits 47 pct higher. Use 0.075-0.11 as the sensitivity range; ICCT as the point value is the conservative end"
annual_km_per_vehicle_lmd,lmd,,derived,,km/a,DERIVED,,,"= mean km per tour * operating_days_per_year_lmd. On BASECASE 230v2: 30282 km / 663 tours = 45.7 km/tour, x 250 d = ca. 11400 km/a. CRITICAL for reading EUR/km literature: Brotcorne et al. normalise every fixed item over 25000 km/a, so their EUR/km figures must be roughly DOUBLED to apply here -- which is exactly why fixed cost is carried as EUR/day in this file and never as EUR/km. Side note: at 11400 km/a a 5-year technical life is time-based, not distance-based, which is consistent with a per-day fixed rate"
fuel_l_per_100km_n1_ii,lmd,ct_cep_size_s,derived,,l/100km,DERIVED,,,"= EMEP EC(N1-II) / diesel_lhv_mj_per_l * 100. At 30 km/h: 2.183 MJ/km -> 6.12 l/100km. Speed-resolved if fuel_cost_basis = energy_mj"
fuel_l_per_100km_n1_iii,all,"ct_cep_size_m, ct_cep_size_l, drt_*",derived,,l/100km,DERIVED,,,"= EMEP EC(N1-III) / diesel_lhv_mj_per_l * 100. At 30 km/h: 3.123 MJ/km -> 8.76 l/100km"
c_dist_ct_cep_size_s,lmd,ct_cep_size_s,derived,,EUR/km,DERIVED,,,"NOT USED IN C since fuel_cost_basis = energy_mj -- the distance term in C is c_maint_per_km alone, and energy comes from ENERGY_MJ. Kept as a COMPARISON figure only: c_maint_per_km + fuel_l_per_100km_n1_ii / 100 * diesel_price_eur_per_l = 0.11 + 0.095 = 0.205 EUR/km, against the legacy 0.357223. Adding this row to C would double-count fuel"
c_dist_ct_cep_size_m,lmd,ct_cep_size_m,derived,,EUR/km,DERIVED,,,"Comparison only, see size_s. N1-III consumption: 0.11 + 0.136 = 0.246 EUR/km against the legacy 0.371827"
c_dist_ct_cep_size_l,lmd,ct_cep_size_l,derived,,EUR/km,DERIVED,,,"Comparison only, see size_s. N1-III consumption: 0.246 EUR/km against the legacy 0.386430"
drt_wage_tariff_group,drt,,assumption,EG 5 Stufe 2,text,SET,"TV-N Sachsen, driving staff",2026-08-13,"Chosen as the expected fleet average, not the entry step -- state it that way in the paper"
drt_wage_tariff_monthly,drt,,assumption,3476.01,EUR/month,SET,"TV-N Sachsen EG 5 Stufe 2",2026-08-13,"PRIMARY source figure. Consistency check: 3476.01 / (38 * 52 / 12) = 21.109 EUR/h, matches the stated 21.11"
drt_wage_tariff_hourly,drt,,assumption,21.11,EUR/h,SET,"TV-N Sachsen EG 5 Stufe 2",2026-08-13,"The value the derivation uses. Derived from the monthly figure above"
drt_weekly_hours,drt,,assumption,38,h/week,SET,"TV-N Sachsen",2026-08-13,
drt_annual_special_payment_months,drt,,assumption,0.0,monthly salaries,SET,"Not applicable: TV-N states an absolute annual sum",2026-08-13,"See drt_annual_special_payment_eur"
drt_annual_special_payment_eur,drt,,assumption,1150.0,EUR/a,SET,"TV-N Sachsen annual special payment",2026-08-13,"Absolute sum = 0.331 monthly salaries, i.e. clearly below the LMD arm's full 13th month salary"
drt_holiday_bonus,drt,,assumption,0.0,EUR/a,OPTIONAL,"No separate holiday bonus stated",2026-08-13,
drt_employer_oncost_rate,drt,,assumption,0.21,share,SET,"Same basis as LMD, user decision",2026-08-13,
drt_vacation_days,drt,,assumption,30,d/a,SET,"TV-N Sachsen",2026-08-13,
drt_public_holidays,drt,,assumption,11,d/a,SET,"Saxony statutory holidays incl. Repentance Day",2026-08-13,"Identical to lmd_public_holidays by design"
drt_sick_days,drt,,assumption,15,d/a,SET,"Same basis as LMD, user decision",2026-08-13,
c_time_drt,drt,,derived,,EUR/h,DERIVED,,,"Derivation on 2026-08-13 gives 33.45 EUR/h (gross 42863 EUR/a, employer cost 51865 EUR/a, 1550 productive h). RATIO c_time_drt / c_time_lmd = 1.154, i.e. the DRT driver is 15.4 pct more expensive than the parcel courier. This ratio -- not the simulation -- drives the 1c/1d economics; report it with a sensitivity"
drt_vehicle_purchase_net,drt,drt_pax_cap8,assumption,50000.0,EUR,SET,"User 2026-08-14: Sprinter list price from ca. 50k EUR for the standard utility van; used buses also ca. 50k",2026-08-14,"Net. The user notes 50k buys the STANDARD utility van, so a genuine passenger-spec Tourer would sit higher -- the direction of that bias is against 1c/1d, which is the acceptable one. Vary this row rather than the derived rate"
vehicle_residual_share,all,,assumption,0.35,share,SET,"Kim et al., South Korea, small buses and vans",2026-08-14,"Only Kim's METHOD was adopted, not their values -- their 19000 EUR vehicle price is Korean and their 1.22 EUR/d insurance is ca. 6x below the European figure. COUPLED TO vehicle_age_period_years: 35 pct residual is normal after 5 years and generous after 10, so the two rows must be changed together"
vehicle_age_period_years,all,,assumption,5.0,a,SET,"Kim et al.; consistent with a time-based rather than distance-based vehicle life",2026-08-14,"At annual_km_per_vehicle_lmd of ca. 13700 km/a the LMD van's life is time-limited, not distance-limited, which is what makes a per-day fixed rate the right construction. NOTE the DRT vehicle runs ca. 100000 km/a, a factor 7.3 more -- for that vehicle 5 years is distance-limited and the residual share is the optimistic end"
drt_vehicle_fixed_monthly_pax,drt,drt_pax_cap8,derived,,EUR/month,DERIVED,,,"= (drt_vehicle_purchase_net * (1 - vehicle_residual_share) / vehicle_age_period_years + insurance_tax_per_vehicle_year) / 12 = (50000 * 0.65 / 5 + 1800) / 12 = 691.67 EUR/month on 2026-08-14, i.e. 22.74 EUR/d at 365 operating days. Band 18-25 EUR/d. WHY A PURCHASE BUILD AND NOT A LEASING RATE, unlike the three LMD vans: leasing offers cap annual mileage at 10-15000 km, and this vehicle runs ca. 100000 km/a (factor 7.3 above the LMD van) -- no standard lease covers that, excess-mileage charges would dominate. The method split between the arms is therefore PHYSICALLY FORCED, not an artefact. WHY NOT HOERL: his 370 EUR/month is 12.16 EUR/d at 365 days (NOT 14.80 -- that figure is the 300-day LMD arm; the same monthly rate over more operating days gives a lower daily rate) and it prices a 100-parcel delivery van of ca. 25000 EUR, a different vehicle class. Brotcorne's 6723 EUR/a is 18.42 EUR/d at 365 days -- smaller vehicle, high Italian insurance, converges from below. NOT DERIVED FROM SPRINTI, and it must not be: see crosscheck_drt_sprinti_hannover, whose residual is undetermined by a factor 4.7. Sprinti only CONFIRMS the region -- at H = 11 h a 22.58 EUR/d vehicle leaves 35 EUR/d for overhead (7 pct), at H = 10.3 h it leaves 62 EUR/d (12.5 pct), both plausible. Vehicle-type id to be verified when wiring: it comes from the matsim-lausitz defaultVehicle fallback"
modular_premium_factor,modular,drt_modular_cap10,assumption,"1.00;1.10;1.15;1.20",factor on FIXED cost,SET,"User decision 2026-08-14: price 1d with the same cost structure as 1c, then a band of +10 / +15 / +20 pct on fixed cost",2026-08-14,"A BAND, NOT A POINT -- semicolon-separated, all four cases are reported. 1.00 is the same structure as cargo hitching (1c); the three uplifts express the expectation that new technology costs somewhat more. Applies to FIXED cost only (c_veh), never to labour, maintenance or energy. WHY A BAND BEATS A POINT HERE: the vehicle exists on no market, so a single number would be invented in either direction, while a band shows whether the conclusion depends on it at all. THE LITERATURE PUTS THE BAND ON THE PESSIMISTIC SIDE, which is the useful direction: Meinhardt et al. assume the modularity surcharge is balanced by fuel and energy savings (net 1.00) and Hatzenbuehler et al. assume eta = 0.6, a 40 pct DISCOUNT. Neither source lands above 1.00, so +10 to +20 pct grants 1d no benefit of the doubt. WHAT THE FACTOR MUST COVER: driveboard, lifting mechanism (vehicle capital, hence c_station_day = 0) and TWO capsules per driveboard (hence c_capsule_day = 0). Superseded framing follows -- Replaces the unanswerable question 'what does a modular vehicle cost' with a bounded one: what does it cost RELATIVE to the passenger vehicle. Two independent sources refuse to price a modularity premium and NEITHER lands above 1.0 -- Meinhardt et al. assume the surcharge for the modular concept is balanced by fuel and energy savings (net 1.0), Hatzenbuehler et al. assume eta = 0.6, a 40 pct operational DISCOUNT. 1.0 is therefore the conservative end of the published range: it grants 1d no cost advantage from modularity itself, so whatever advantage survives comes from the routing and not from the price. RESIDUAL RISK: if the true premium is above 1.0 then both sources err in the same direction -- that is exactly what modular_cost_reporting quantifies, so the two rows are complementary, not alternatives"
drt_vehicle_fixed_monthly_modular,modular,drt_modular_cap10,derived,,EUR/month,DERIVED,,,"= drt_vehicle_fixed_monthly_pax * modular_premium_factor. NO LONGER RESEARCHED AS AN INDEPENDENT PRICE (status change 2026-08-14): the vehicle exists on no market, so a quoted price would be invented; the factor carries the assumption instead and modular_cost_reporting bounds the residual risk. At factor 1.0 the driveboard, the lifting mechanism and both capsules are assumed cost-neutral against a plain 8-seat pax van -- an assumption, and it must be labelled one. MEINHARDT ET AL. WERE CHECKED AND REJECTED as a price source 2026-08-14. Their 30.35 / 30.01 / 13.53 EUR per tour are not cost data but a BREAK-EVEN RESULT: they SET total cost equal to Base Case automated, subtract way costs, and divide by tours to find the rate at which the freight operator breaks even. Reverse-engineered willingness to pay, not a vehicle cost. Their 75480 EUR is freight-ALLOCATED fleet cost from their Section 3, and their 7450 vehicles are the PASSENGER fleet (454769 km pax service), so 75480 / 7450 divides an allocated freight share by an unrelated pax fleet -- the figure has no referent. They also explicitly decline to price modularity: additional cost for the modular vehicle concept is ASSUMED to be balanced by fuel and energy savings. MUST COVER THREE THINGS, state each in the source field: (1) the driveboard, (2) the lifting mechanism -- it is vehicle capital, not station capital, which is why c_station_day is zero, (3) TWO capsules per driveboard, one pax and one freight, which is why c_capsule_day is zero. Without that breakdown a later researcher looks up a plain vehicle price and the capsules silently drop out. 10 seats (D3 neutralisation vs 8 in baseline/1c). Report the premium over drt_vehicle_fixed_monthly_pax as its own number so the modularity cost stays visible"
c_veh_drt_pax,drt,drt_pax_cap8,derived,,EUR/d,DERIVED,,,"= drt_vehicle_fixed_monthly_pax * 12 / 365"
c_veh_drt_modular,modular,drt_modular_cap10,derived,,EUR/d,DERIVED,,,"= drt_vehicle_fixed_monthly_modular * 12 / 365"
c_dist_drt_pax,drt,drt_pax_cap8,derived,,EUR/km,DERIVED,,,"Comparison only -- see c_dist_ct_cep_size_s. In C the distance term is c_maint_per_km alone; energy comes from drt_energy_final. Segment is N1-III per the emissions mapping (drt_* as an M2 substitution, data/README.md)"
c_dist_drt_modular,modular,drt_modular_cap10,derived,,EUR/km,DERIVED,,,"Comparison only. N1-III consumption + c_maint_per_km"
c_swap_event,modular,,rate,0.0,EUR/swap,OPTIONAL,"User decision: the swap time is already priced",2026-08-14,"ZERO ON PURPOSE. The 420 s retooling blocks the vehicle and therefore lands in VHT at c_time; a handling flat rate would double-count it. Assumes the driver swaps the capsule himself (tractor-trailer analogy), no extra depot staff. See the SWAP INFRASTRUCTURE block in the header. SIDE EFFECT: with time as the ONLY channel, the whole swap effort now hangs on the 420 s -- which METHODS-LOG 1071 records as an own assumption without an independent source. The 2-15 min retooling sensitivity (Spec 11) becomes MORE important, not less"
c_station_day,modular,,rate,0.0,EUR/(station*d),OPTIONAL,"User decision: no infrastructure differential against the other arms",2026-08-14,"ZERO ON PURPOSE. Capsules stand on an area, are loaded (not priced in the LMD arm either) and collected (already priced). The lifting mechanism is in the vehicle, not the station. So the infrastructure requirement is ca. 0 RELATIVE to the other arms, and pricing it would inject a one-sided bias. STILL TO BE REPORTED as a QUANTITY: peak_concurrent_swaps per depot (ModularKpiHandler.java:177) -- METHODS-LOG 2.19 assumes unlimited parallel bays, and that peak decides whether this zero is obviously fine or a stated limitation"
c_capsule_day,modular,,rate,0.0,EUR/(capsule*d),OPTIONAL,"Folded into drt_vehicle_fixed_monthly_modular",2026-08-14,"ZERO ON PURPOSE, but NOT ignored: the capsule stock is carried inside the modular vehicle rate as one driveboard + 2 capsules. Kept as an explicit zero row so nobody concludes the capsules were forgotten"
c_handling_parcel,shared_use,,rate,0.0,EUR/parcel,OPTIONAL,,,"Deliberately 0: in 1c parcels are loaded during regular operation, no separate handling step. If a value is entered it needs a source"
overtime_threshold_h,all,,convention,7.0,h,SET,"User decision: keep the threshold for now",2026-08-13,"Carried over from the legacy level anchor, NOT a labour-law figure. Since overtime_factor = 0 this threshold no longer affects the headline result -- it only defines the assessment base for overtime_factor_sensitivity. If that sensitivity is reported, justify 7 h or move it to the 8 h ArbZG standard"
overtime_factor,all,,rate,0.0,uplift on c_time,SET,"TV-N settles overtime by time off in lieu, not by payment",2026-08-14,"ZERO, and NOT as a simplification: c_time is an ANNUAL full-cost rate per productive hour, so time off in lieu is already inside it -- extra hours on day A are offset by fewer on day B, the annual salary and the annual productive hours are unchanged, hence no extra cost on any single day. This is what the legacy model got structurally wrong (a 5 EUR flat rate firing per ACTIVITY, METHODS-LOG 2.33 point 4). Where time off in lieu is NOT feasible a 30 pct premium applies -- carried as overtime_factor_sensitivity, not as the headline value"
overtime_factor_sensitivity,all,,rate,0.30,uplift on c_time,SET,"Overtime premium where time off in lieu is not feasible",2026-08-14,"Sensitivity case only. Bites on hours above overtime_threshold_h = 7 h, which on 230v2 is a substantial share (median tour 7.35 h), so this is not a cosmetic variant -- run it once and report the span"
max_daily_working_hours_legal,all,,convention,10.0,h,REVIEW,"German ArbZG: 8 h standard, 10 h maximum with compensation",2026-08-14,"NOT A COST PARAMETER -- recorded here because it surfaced from the surcharge discussion and bounds the working-time assumptions. METHODS-LOG 2.33 reports a longest tour of 12.64 h on 230v2, which exceeds the legal maximum for a single driver. That is an ADMISSIBILITY issue, not a pricing one, and no surcharge repairs it: pricing long tours differently does not make them lawful. The lever is the jsprit duration cap (routeWithDurationCap in LausitzFreightPreprocessor), not the cost function. Needs a BACKLOG entry -- fixing it means re-runs, so not now"
evening_surcharge_factor,all,,rate,0.20,uplift on c_time,SET,"User: 20 pct evening premium from 21:00",2026-08-14,"CAUTION -- the assessment base is probably ZERO on our runs: the delivery window ends AT 21:00 for all three arms and the premium starts FROM 21:00, and 1d is additionally constructed so that return plus swap-back completes by 21:00 (METHODS-LOG 1102-1104). So the term is set correctly and will most likely evaluate to 0. That must be REPORTED as a measured zero, not left as a blank, and it needs a positive control: one run with the window extended to 22:00 to prove the term fires when it should. Otherwise this reads like a forgotten surcharge rather than a structural result"
sunday_holiday_surcharge_factor,drt,,rate,0.25,uplift on c_time,SET,"User: 25 pct Sunday premium",2026-08-14,"SCOPE: annual normalisation ONLY, never the simulated day -- 13.05.2025 is a Tuesday. For annual figures: DRT runs 365 d/a, of which 52 Sundays + 11 Saxon holidays = 63 d = 17.3 pct of operating hours, so the effective annual uplift is 0.173 * 0.25 = 4.3 pct and c_time_drt becomes 34.90 EUR/h for annual comparisons. SIMPLIFICATION: holiday premiums are typically higher than Sunday premiums under TV-N; both are treated at 25 pct here. Refine only if the crosscheck turns out to hinge on it"
crosscheck_fuel_hoerl_vs_icct,lmd,,crosscheck,1.516,EUR/l,SET,"Hoerl 14.40 EUR/100km divided by ICCT 9.5 l/100km",2026-08-13,"The two independent sources agree on consumption and differ only in fuel price vintage. This is the strongest validation currently in the file -- keep it in the methods chapter"
modular_cost_reporting,modular,,convention,cost_function_band,-,SET,"User decision 2026-08-14: price 1d through the cost function like the other two arms, not by inversion",2026-08-14,"DECIDED: 1d is costed the SAME WAY as baseline and 1c -- same cost function, same rates -- with modular_premium_factor as a four-point band on fixed cost. The break-even route was REJECTED by the user because it would make 1d the only arm not priced by the cost function, which breaks comparability. The break-even figure may still be reported as a derived by-product, since it falls out of the same numbers for free, but it is no longer the primary format. Superseded rationale follows -- INVERT the question: set C(1d) = C(baseline) and solve for c_veh_drt_modular. Everything else in C is known -- c_time 33.45, c_maint 0.11, energy from ENERGY_MJ, VHT and VKT per arm. Result reads: '1d breaks even if a modular vehicle costs no more than X EUR/day', and X is then judged against the sourced band for a plain van (Hoerl 14.80, Brotcorne 22.41 EUR/d). If X is far above 22, 1d is robustly advantageous and the missing vehicle price never mattered; if X is below 15, the case is tight and the vehicle price becomes the decisive unknown. This is immune to the objection that the vehicle cost was invented, and Meinhardt et al. establish the precedent for the format"
crosscheck_joint_cost_precedent,modular,,crosscheck,1.0,-,SET,"Meinhardt et al. 2022, discussion of freight operator cost",2026-08-14,"PRECEDENT FOR M11: they state the freight operator 'would not have to entirely account for fleet overhead costs and only pay them partially via a fixed fare per tour, charged by the DRT operator', and that pax already cover part of the fixed cost -- so the true rate is below the base case. That is a TRANSFER-PRICE construction between marginal and full cost, the same question M11 answers with marginal attribution. Citable evidence that the allocation question is posed this way in the literature, and that our answer sits in the accepted range"
crosscheck_structure_confirmed,all,,crosscheck,1.0,-,SET,"Meinhardt et al. 2022, Procedia Computer Science, Tab. 2: total = distance + time + fixed",2026-08-14,"STRUCTURAL VALIDATION, not a number: an independent source builds exactly our decomposition -- 0.2522 EUR/km distance, 17.64 EUR/h driver time, and a fixed cost rate per tour. Same three channels, same shape as C. Worth one sentence in the methods chapter"
crosscheck_structure_hatzenbuehler,all,,crosscheck,1.0,-,SET,"Hatzenbuehler et al. 2022, Modular Vehicle Routing for Combined Passenger and Freight Transport, Tab. 4",2026-08-14,"SECOND structural validation and the closer one: their objective is alpha1 * travel distance + alpha2 * fleet size + alpha3 * trip duration + alpha4 * unserved requests. Three of the four terms are exactly our three channels, and unlike Meinhardt this is OUR problem class -- modular vehicles carrying combined passenger and freight demand, solved as one PDP. Cite this for the shape of C. ONE THING TO CHECK BEFORE CITING: alpha3 is labelled 'trip duration' at 6.9 EUR/h, which is the range of a passenger VALUE OF TIME rather than an operator wage. If it is VOT, their objective is a GENERALISED cost (operator plus user) while ours is operator cost only -- then the structural match holds for the operator terms alone. Not decidable from Tab. 4; read their objective function"
crosscheck_dist_hatzenbuehler,all,,crosscheck,0.096,EUR/km,SET,"Hatzenbuehler et al. 2022, Tab. 4, alpha1 travel distance related cost",2026-08-14,"THIRD distance reference, just below our c_maint_per_km of 0.11 and far below Meinhardt's 0.2522 total. Tab. 4 does not state the COMPOSITION, so it is unknown whether this is maintenance only (then it corroborates 0.11 and Brotcorne's 0.0749) or maintenance plus energy (then it contradicts both other sources and is unusable). Recorded as a lower-bound data point; do NOT move c_maint_per_km on it"
